EDINET CODE,証券コード,会社名,33業種区分,17業種区分,規模区分
E24536,31660,ＯＣＨＩホールディングス株式会社,卸売業,商社・卸売 ,7
E00907,46210,ロックペイント株式会社,化学,素材・化学 ,
E03401,27540,株式会社東葛ホールディングス,小売業,小売 ,
E01126,52100,日本山村硝子株式会社,ガラス・土石製品,建設・資材 ,7
E03556,83310,株式会社千葉銀行,銀行業,銀行 ,4
E27050,36660,株式会社テクノスジャパン,情報・通信業,情報通信・サービスその他 ,7
E30692,42470,ポバール興業株式会社,,,
E01462,34350,サンコーテクノ株式会社,金属製品,建設・資材 ,
E03647,,株式会社　福邦銀行,,,
E27032,45840,株式会社ジーンテクノサイエンス,医薬品,医薬品 ,
E02142,72010,日産自動車株式会社,輸送用機器,自動車・輸送機 ,1
E02759,99290,平和紙業株式会社,卸売業,商社・卸売 ,
E04334,90750,福山通運株式会社,陸運業,運輸・物流 ,6
E02536,,日本出版販売株式会社,,,
E33238,65500,Fringe81株式会社,サービス業,情報通信・サービスその他 ,
E05647,43440,ソースネクスト株式会社,情報・通信業,情報通信・サービスその他 ,7
E02073,64300,ダイコク電機株式会社,機械,機械 ,7
E04504,95040,中国電力株式会社,電気・ガス業,電力・ガス ,4
E01903,68490,日本光電工業株式会社,電気機器,電機・精密 ,4
E01337,58070,東京特殊電線株式会社,非鉄金属,鉄鋼・非鉄 ,7
E05598,24870,株式会社ＣＤＧ,サービス業,情報通信・サービスその他 ,7
E03861,88060,ダイビル株式会社,不動産業,不動産 ,6
E02163,72610,マツダ株式会社,輸送用機器,自動車・輸送機 ,2
E00701,,株式会社岩手日報社,,,
E30909,,大阪印刷インキ製造株式会社,,,
E04500,95090,北海道電力株式会社,電気・ガス業,電力・ガス ,4
E04142,,のと鉄道株式会社,,,
E01206,52820,ジオスター株式会社,ガラス・土石製品,建設・資材 ,
E32146,35370,昭栄薬品株式会社,卸売業,商社・卸売 ,
E01066,42410,株式会社 アテクト,化学,素材・化学 ,
E01131,53550,日本坩堝株式会社,ガラス・土石製品,建設・資材 ,
E00511,29240,イフジ産業株式会社,食料品,食品 ,7
E01434,64840,株式会社ケーブイケー（商号　株式会社　ＫＶＫ）,機械,機械 ,
E03552,83380,株式会社筑波銀行,銀行業,銀行 ,7
E04181,,瀬戸内運輸株式会社,,,
E01373,59230,高田機工株式会社,金属製品,建設・資材 ,7
E05107,47710,株式会社エフアンドエム,サービス業,情報通信・サービスその他 ,
E02669,81480,上原成商事株式会社,卸売業,商社・卸売 ,
E01212,52850,株式会社ヤマックス,ガラス・土石製品,建設・資材 ,
E00996,35510,ダイニック株式会社,繊維製品,素材・化学 ,7
E05737,21730,株式会社博展,サービス業,情報通信・サービスその他 ,
E02255,63550,住友精密工業株式会社,機械,機械 ,7
E04510,95130,電源開発株式会社,電気・ガス業,電力・ガス ,4
E03076,81350,ゼット株式会社,卸売業,商社・卸売 ,
E02856,75250,リックス株式会社,卸売業,商社・卸売 ,7
E04395,,北日本放送株式会社,,,
E03592,83980,株式会社筑邦銀行,,,
E05400,37410,株式会社セック,情報・通信業,情報通信・サービスその他 ,7
E03367,26810,株式会社ゲオホールディングス,小売業,小売 ,6
E02560,80510,株式会社山善,卸売業,商社・卸売 ,6
E32795,65380,株式会社キャリアインデックス,サービス業,情報通信・サービスその他 ,
E00919,45020,武田薬品工業株式会社,医薬品,医薬品 ,1
E05031,,トヨタファイナンス株式会社,,,
E00376,22070,名糖産業株式会社,食料品,食品 ,7
E00842,41000,戸田工業株式会社,化学,素材・化学 ,7
E02675,81530,株式会社モスフードサービス,卸売業,商社・卸売 ,6
E04505,95070,四国電力株式会社,電気・ガス業,電力・ガス ,4
E01859,68220,大井電気株式会社,電気機器,電機・精密 ,
E04157,,株式会社　ヤマコー,,,
E02747,99060,藤井産業株式会社,卸売業,商社・卸売 ,
E02353,77480,株式会社ホロン,精密機器,電機・精密 ,
E04034,89380,ＬＣホールディングス株式会社,不動産業,不動産 ,
E00477,29050,オーケー食品工業株式会社,食料品,食品 ,
E01147,53570,株式会社ヨータイ,ガラス・土石製品,建設・資材 ,7
E00789,40310,片倉コープアグリ株式会社,化学,素材・化学 ,7
E27012,,新関西国際空港株式会社,,,
E04411,0,株式会社テレビ西日本,,,
E04351,,関西国際空港土地保有株式会社,,,
E05422,33410,日本調剤株式会社,小売業,小売 ,7
E02051,68320,アオイ電子株式会社,電気機器,電機・精密 ,
E03913,,株式会社大阪木材会館,,,
E05205,42900,株式会社プレステージ・インターナショナル,サービス業,情報通信・サービスその他 ,6
E01382,59750,東プレ株式会社,金属製品,建設・資材 ,6
E03860,,株式会社サンケイビル,,,
E03782,,アーク証券株式会社,,,
E03697,85890,株式会社アプラスフィナンシャル,その他金融業,金融（除く銀行） ,7
E04099,,長野電鉄株式会社,,,
E04498,95010,東京電力ホールディングス株式会社,電気・ガス業,電力・ガス ,4
E04539,97080,株式会社帝国ホテル,サービス業,情報通信・サービスその他 ,
E00804,44620,石原ケミカル株式会社,化学,素材・化学 ,
E04385,,株式会社アイビーシー岩手放送,,,
E15690,,アルピコホールディングス株式会社,,,
E00541,31130,Ｏａｋキャピタル株式会社,証券、商品先物取引業,金融（除く銀行） ,
E02281,77620,シチズン時計株式会社,精密機器,電機・精密 ,4
E04823,97600,株式会社進学会,サービス業,情報通信・サービスその他 ,7
E02412,79470,株式会社エフピコ,化学,素材・化学 ,6
E02333,67880,株式会社日本トリム,電気機器,電機・精密 ,7
E04118,,豊橋鉄道株式会社,,,
E02627,81050,堀田丸正株式会社,卸売業,商社・卸売 ,
E03724,85080,Ｊトラスト株式会社,その他金融業,金融（除く銀行） ,
E05377,17170,明豊ファシリティワークス株式会社,建設業,建設・資材 ,
E32159,39340,株式会社ベネフィットジャパン,情報・通信業,情報通信・サービスその他 ,
E21815,93850,株式会社ショーエイコーポレーション,化学,素材・化学 ,
E03918,,株式会社群馬建設会館,,,
E01864,68380,株式会社多摩川ホールディングス,電気機器,電機・精密 ,
E05134,47930,株式会社富士通ビー・エス・シー,情報・通信業,情報通信・サービスその他 ,
E03729,84210,信金中央金庫,-,-,
E03181,99040,株式会社ベリテ,小売業,小売 ,
E00101,18410,サンユー建設株式会社,建設業,建設・資材 ,
E01469,60130,株式会社タクマ,機械,機械 ,6
E01531,62220,株式会社島精機製作所,機械,機械 ,6
E01981,61450,日特エンジニアリング株式会社,機械,機械 ,
E01262,54490,大阪製鐵株式会社,鉄鋼,鉄鋼・非鉄 ,7
E30065,60820,株式会社ライドオン・エクスプレス,サービス業,情報通信・サービスその他 ,7
E04890,96390,三協フロンテア株式会社,サービス業,情報通信・サービスその他 ,
E30656,32210,株式会社ヨシックス,小売業,小売 ,7
E04285,93030,株式会社住友倉庫,倉庫・運輸関連業,運輸・物流 ,4
E02514,82930,株式会社ＡＴグループ,,,
E32647,39630,株式会社シンクロ・フード,情報・通信業,情報通信・サービスその他 ,7
E04462,46760,株式会社フジ・メディア・ホールディングス,情報・通信業,情報通信・サービスその他 ,4
E02387,72840,盟和産業株式会社,輸送用機器,自動車・輸送機 ,7
E02299,77320,株式会社トプコン,精密機器,電機・精密 ,4
E05405,37420,ＩＴｂｏｏｋ株式会社,情報・通信業,情報通信・サービスその他 ,
E02708,98450,株式会社パーカーコーポレーション,化学,素材・化学 ,
E24050,50200,ＪＸＴＧホールディングス株式会社,石油・石炭製品,エネルギー資源 ,2
E00014,13320,日本水産株式会社,水産・農林業,食品 ,4
E00792,40880,エア・ウォーター株式会社,化学,素材・化学 ,4
E27579,71690,株式会社ニュートン・フィナンシャル・コンサルティング,保険業,金融（除く銀行） ,
E31104,31990,綿半ホールディングス株式会社,小売業,小売 ,7
E04501,95060,東北電力株式会社,電気・ガス業,電力・ガス ,4
E02227,72710,株式会社安永,輸送用機器,自動車・輸送機 ,7
E03193,99360,株式会社王将フードサービス,小売業,小売 ,6
E04168,,日ノ丸自動車株式会社,,,
E00475,28120,焼津水産化学工業株式会社,食料品,食品 ,7
E00759,40210,日産化学工業株式会社,化学,素材・化学 ,4
E03557,83370,株式会社千葉興業銀行,銀行業,銀行 ,6
E01744,65080,株式会社明電舎,電気機器,電機・精密 ,6
E05691,21520,幼児活動研究会株式会社,サービス業,情報通信・サービスその他 ,
E03641,85440,株式会社　京葉銀行,銀行業,銀行 ,6
E00841,40990,四国化成工業株式会社,化学,素材・化学 ,7
E02109,66580,シライ電子工業株式会社,電気機器,電機・精密 ,
E02127,70120,川崎重工業株式会社,輸送用機器,自動車・輸送機 ,4
E02090,66700,株式会社ＭＣＪ,電気機器,電機・精密 ,
E32198,94660,株式会社アイドママーケティングコミュニケーション,情報・通信業,情報通信・サービスその他 ,7
E02107,42390,株式会社ポラテクノ,化学,素材・化学 ,
E03679,71500,株式会社島根銀行,銀行業,銀行 ,7
E02785,99950,株式会社ルネサスイーストン,卸売業,商社・卸売 ,7
E05650,38300,株式会社ギガプライズ,,,
E23820,86000,トモニホールディングス株式会社,銀行業,銀行 ,6
E00973,45520,ＪＣＲファーマ株式会社,医薬品,医薬品 ,6
E02172,72470,株式会社ミクニ,輸送用機器,自動車・輸送機 ,7
E26124,60550,ジャパンマテリアル株式会社,サービス業,情報通信・サービスその他 ,6
E01095,51940,相模ゴム工業株式会社,ゴム製品,自動車・輸送機 ,
E05679,38390,株式会社ＯＤＫソリューションズ,情報・通信業,情報通信・サービスその他 ,
E01333,58020,住友電気工業株式会社,非鉄金属,鉄鋼・非鉄 ,2
E01052,42340,株式会社サンエー化研,化学,素材・化学 ,
E05725,30920,株式会社スタートトゥデイ,小売業,小売 ,4
E01827,67150,株式会社ナカヨ,電気機器,電機・精密 ,7
E04908,96160,株式会社共立メンテナンス,サービス業,情報通信・サービスその他 ,6
E05682,38450,株式会社アイフリーク モバイル,情報・通信業,情報通信・サービスその他 ,
E05091,47620,株式会社エックスネット,情報・通信業,情報通信・サービスその他 ,7
E01776,67560,株式会社日立国際電気,電気機器,電機・精密 ,6
E01602,64730,株式会社ジェイテクト,機械,機械 ,4
E05312,23350,株式会社キューブシステム,情報・通信業,情報通信・サービスその他 ,7
E04503,95050,北陸電力株式会社,電気・ガス業,電力・ガス ,4
E02288,77350,株式会社SCREENホールディングス,電気機器,電機・精密 ,4
E03601,83500,株式会社　みちのく銀行,銀行業,銀行 ,7
E04355,,株式会社農協観光,,,
E00218,18780,大東建託株式会社,建設業,建設・資材 ,2
E01884,65880,東芝テック株式会社,電気機器,電機・精密 ,6
E03851,87950,株式会社Ｔ＆Ｄホールディングス,保険業,金融（除く銀行） ,2
E05701,21560,セーラー広告株式会社,サービス業,情報通信・サービスその他 ,
E00041,16620,石油資源開発株式会社,鉱業,エネルギー資源 ,6
E02222,59890,株式会社エイチワン,金属製品,建設・資材 ,7
E04179,90690,センコーグループホールディングス株式会社,陸運業,運輸・物流 ,6
E30479,66160,トレックス・セミコンダクター株式会社,電気機器,電機・精密 ,
E03821,87090,インヴァスト証券株式会社,証券、商品先物取引業,金融（除く銀行） ,
E02272,77330,オリンパス株式会社,精密機器,電機・精密 ,4
E01698,64180,日本金銭機械株式会社,機械,機械 ,7
E01950,68570,株式会社アドバンテスト,電気機器,電機・精密 ,4
E26332,36610,株式会社エムアップ,情報・通信業,情報通信・サービスその他 ,7
E32169,66150,ユー・エム・シー・エレクトロニクス株式会社,電気機器,電機・精密 ,7
E01261,54230,東京製鐵株式会社,鉄鋼,鉄鋼・非鉄 ,6
E02411,68630,株式会社ニレコ,電気機器,電機・精密 ,
E03487,30580,株式会社三洋堂ホールディングス,小売業,小売 ,
E05434,,株式会社ゴンゾ,,,
E02334,77170,株式会社ブイ・テクノロジー,精密機器,電機・精密 ,6
E01496,61350,株式会社牧野フライス製作所,機械,機械 ,6
E32448,,野村貿易株式会社,,,
E01905,69510,日本電子株式会社,電気機器,電機・精密 ,6
E01400,59760,高周波熱錬株式会社,金属製品,建設・資材 ,7
E02587,80720,日本出版貿易株式会社,卸売業,商社・卸売 ,
E05028,47180,株式会社早稲田アカデミー,サービス業,情報通信・サービスその他 ,7
E01080,50130,ユシロ化学工業株式会社,石油・石炭製品,エネルギー資源 ,7
